nickname,time,Post,Bag Of Words,Label
lazymum99,Mon 14-May-12 16:53:34,"anxiety is sometimes treated with some anti-depressants. My son was put on them at 18 although he was not depressed but suffered from an anxiety disorder. This combined with CBT was very helpful. I don't know if they use it on teenagers but beta-blockers are sometimes used to reduce the physical symptoms of anxiety/panic attacks. For extreme anxiety which can be completely incapacitating anti-psychotics such as quietapine can be used in small doses. DS1 had these for a short period, they reduced the anxiety but made him like a zombie so he stopped.You should google all of these to set an overview. Only the psychaiatrist can prescribe, not the psychologist."
TataClaire,Tue 08-Jan-13 10:21:08,"I was diagnosed with panic disorder when I was approaching gcse's and was given beta blockers Propranalol and they were great because they stopped my heart from racing and my breathing getting out of control. Unless she's clinically depressed try to stay away from anti depressants as they can cause other issues. Get her to work on proper diaphragm breathing and relaxation techniques and get her to learn the biology behind a panic attack, as once you understand them, you realise they are rather like a wave, they can't last forever and they pass, they're just your fight or flight reaction going haywire. I went from severe panic disorder where I couldnt even leave the house to having a completely normal and successful life. Good luck to her."
mandymumsy,Sun 03-Feb-13 08:05:23,My 15 year old dd is very depressed and sometimes suicidal. She has been bullied for a long time at school. She is having CBT and talking therapy but there is a long waiting to see a psychiatrist and then hopefully receive some medication. She is much worst when at school and feels totally worthless at the moment. Please is anyone else going through this? I wonder whether to give up work. I enjoy my job but she is my priority and I am scared to not be with her when she is really low.
guineapiglet,Sun 03-Feb-13 19:21:04,"Hi mandy - please do not give up or despair, Have been through very similar with my daughter and I am happy to talk to you about it, we are through the worst, but it has taken over two years, and sadly I did have to give up my job in the end, as I felt I just had to be there. Will write more tomorrow if you feel it would help, just off out now, but happy to help and give support . X"
mandymumsy,Tue 12-Mar-13 06:30:38,Really worried about my 14 year old dd. Very depressed and won't often talk to me about it like she had done until recently. Feel like I'm walking on eggshells. She has seen a psychiatrist now but she felt as depression caused by bullying which has left her traumatised medication is not really the answer for her but she is having CBT. gets very angry with me which is not like here at all. We have always been very close and open with each other and able to talk about anything but now she is withdrawn and I found shes looking at internet sites about suicide and wrist cutting.
OhTheRoses,Thu 19-Jan-17 21:47:19,"Yep that all rings bells user. But by the time my DD hit GCSE's she was anxious, depressed and becoming anorexic. School never raised a single concern because she was high performing. Disruptions really an annoyed her.Take it seriously op. At 17 dd ws diagnosed with mild ADHD, ADD variant. It nearly destroyed her. If you are actually being offered help and support then please take it."
InkyPinky66,Fri 06-Jan-17 11:28:46,"Hi, This is long I applogise please bare with me. My son has just turned 14 although he's struggled his whole life with things 'normal' for want of a better word people do without even thinking about it. i.e.; dressing/clothes, hygiene, socialising, school.. too many to mention. But it's safe to say our lives are very hard every single day and always have been. Iv recently had a referral made to cahms from my gp as a very last resort after the school told me they are convinced he's suffering with Asperger syndrome, something I'd never heard of but did some homework and it was like a stranger had wrote an essay on my son, broke my heart that he could have been suffering for so long with no support as no one knew, despite the struggles we've had No one has ever suggested this before. Anyway we had a meeting at the school and they said they would now support him when he struggles and lay off him a bit. Fast forward to this week, first day back at school we drop them off. 3 hours layer I get a txt from my son saying he's cold and can he come home. He didn't go into school and was wandering around on his own in the cold. He said he's given up on that school, he's given up on life and doesn't see the point anymore. I rang the school, explained what had happened, explained how low his mood was so they were aware as his mood changes so often it's unbelievable. I got him through the doors the next day with word from the teacher she would sort something out to get him through the day and that everything would be fine don't worry. Yesterday, he had a group of girls calling him names I won't even say on here cos they're vile.. for 2 classes and through lunch they were on his case. He then got asked by a teacher in the 3rd class to sit by the said girls to which my son refused and went and stood in the corner of the room (sounds odd I know but iv told him to remove himself from situations before they esculate) The teacher then went on to call him pathetic and the girls also threw a few more jabs his way, he was sent out of class and then punched a wall which had resulted in a broken hand,. This is the 2nd broken hand in 6 months in school. Another teacher came out and said she heard the teacher and that it makes her feel uncomfortable when she hears him through the wall and took my son to first aid crying. I don't know what to do.. I'm literally in tears writing this. I feel I should take him out of school for his own safety(he's never hurt anyone else physically) but bullies his younger brother everyday. But my partner disagrees about taking him out. The two girls also pulled my year 7 son after my own her son was sent hom and said the same vile things things to him about his brother too, so he's off today Too as I didn't have it in me to send him in and go through it all again today. The first time he broke his hand a teacher verbally goaded him into losing his rag and iv been told he's no longer teaching at the school but again yesterday another teacher had handled it appallingly and they haven't even had the decency to ring me other than to say to come and collect him. He's miserable, depressed has crippling anxiety and barely leaves the house or his room. He hates life, can't sleep, so can't get up in the morning and it's just an awful cycle we're all stuck in. What do I do: Iv been told it will be a year or more for a referral because of his age. But even with a diagnosis that won't help much surely because I need someone to understand him not just try and cure him. I don't know. I'm stuck. We're stuck. And we've got zero support and iv got my son with his hand in a cast again who can't even drag himself out of bed today. TBH I feel exactly the same. I can't bare seeing him so miserable anymore and me making it worse sending him into an awful situation everyday (school) where he's so uncomfortable he will get himself sent out of class just so he can sit alone in inclusion because to him that's better than being in a class full of people with triggers everywhere that he can't control. Most of This probably make no sense so I apologise. I'm literally at my wits end. Any advice welcome and sorry for the long winded waffle."
TheHoldings,Mon 02-Jan-17 00:05:40,"Thanks Peebles we're not close to him at all mostly when we visit he just stays in his room. Occasionally he has come out to lunch with us but he doesn't want to talk much - he used to engage with my dcs really well but now has no interest. He seems chronically shy and getting more so all the time.I was thinking leaflets would be a good way to get him to think that there is help out there, he needs hope. I worry he can't remember feeling more confident - he was at 14 and thinks this is just the way he is. We were thinking he might agree to see a therapist who did home visits to begin with, someone who didn't need a GP referral. His Mum is coping with daily life, holding down a job etc despite being depressed but she probably doesn't have the energy to seek out a solution, she is just convinced nothing is going right in her life and can't see a way through. But she is starting to try to encourage him to come out of his room and do stuff he enjoys around the home. And would be able to help him work his way through a program of graduated challenges.Limiting wifi doesn't seem to be a good strategy as he is on his phone a lot rather than gaming. I think his parents thought he was displaying typical teenager behaviour for quite a few years but without the need to attend school he has retreated to the safety of his room. So we will try to nudge both his Mum and him in the right direction - we can't talk to him about it, he'd be horrified and mortified but we can help his Mum see a way out and just be a listening ear we know we will need to tread gently."
spendthrift,Sat 11-Feb-12 00:34:55,Look up dabrowski syndrome. It's not uncommon with high performing children. Yes he can be depressed. Pm me if you want for not identical but similar issues and what we did.
RedTurtle,Wed 15-Feb-12 21:38:11,"Actually, I told her everything he's said when he's been angry/upset but I didn't tell he those specific words. I said that he's talked about wanting to die and wanting to kill himself - but only when he's in the middle of ones of his rages. I didn't omit the strangling story deliberately, I was just trying to get everything out. To be honest, she didn't seem shocked or especially interested in that and the way she was nodding made me feel that maybe it wasn't as big a deal as I thought (that may sound strange but it is the feeling I got from her).She seemed more interested in asking what sports DS plays and talking about rugby season. She is an older GP and has a bit of a vacant air about her so I couldn't really tell what her reaction was. I was so relieved that she referred him that I didn't think about adding anything else.Should I have pushed that? When those words come into my head, I tell myself ""he felt that way in that particular moment because he was so frustrated but that doesn't mean he is actually suicidal"". DS is very extreme in many things he says, as in ""this is THE WORST DAY of my life"" when something relatively minor thwarts him. I am hoping that the talk of death is just an expression of that. Do you think I'm doing the wrong thing by downplaying it?"
kebek,Mon 25-Jul-16 11:46:57,"HiMy 12 year old son has aspergers and lately his rages have become so bad and more frequent that he's scaring me and the other children. Generally, he is a happy boy who adores school, can be really lovely and understands about his autism. But recently as he becomes a teen, his rages are getting worse and I don't quite know what to do. This weekend he was so angry at having to help clear the table that he picked up the bread knife from the table and started banging it down over and over again. For a split second I was worried he'd attack me. He also picked up a glass bowl and threatened to throw it at me. I ignored it and left the room, but I was quite scared. He has managed to stop himself on these occasions and I can't say whether he would go that far, I like to think not - but a year ago it wouldn't have entered my mind that he could even threaten me. In addition, his younger siblings are really scared. This has been going on for a while. Usually the flash point is bedtime which can go on for an hour. We try to send him to his room to calm down where he has lots of strategies, but he gets hysterical refuses to go, slams doors, screams loads, throws things. He's a big boy and there's no way I'd try and force him up the stairs. I need help.I don't know whether he's depressed, whether it's autism or whether it's a pre-teen boy, but he can't be happy and I want him to be the happy, sweet boy he can be and for us all to live together happily. Any advice gratefully appreciated."
crackalacking,Mon 12-Dec-16 10:52:58,"Hi i'm new here ....i don't know how to help my daughter who is 15 .her dad and i split up nearly 3 years ago and since then he hasnt put the effort in to see her or my other two sons.he lives in the same town as us but for what ever reasons he wont try to see them.this is the main reason why she struggles so much ,her self esteem is at an all time low ,she is very intelligent as does well at school but cant cope with the pressure of the exams coming up ,she hates the way she looks even though to all who know her she is gorgeous. she is very low and we have been to the child and adolescent mental health team who said she wasn't depressed ,they suggested she have counselling ....she tried it for a few sessions and she didn't feel it helped her at all.they said she was highly anxious and she has regular panic attacks at home and at school. the gp said she cant have anti depressants as she is too young and to be honest i don't want her to take them but she feels that is the only option for her .she talks of not being here she sees nothing to live for and says everyday is an uphill struggle .she has no plans for the future .im so upset and worried about her and dont know what else i can do .we do have a family support worker who sees her once every two weeks at school and she tries to work on her self esteem. it doesn't help that all her friends exclude her from social gatherings because of her panic attacks and all she does all day at school is cry .she is exhausted and so am i ....any advice would be helpful at this point .thanks for reading so far ."
NK346f2849X127d8bca260,Tue 20-Dec-16 13:40:39,"I have been home educating my 13 year old dd since June, I removed her because she was being bullied and was diagnosed with PTSD three years ago that made her extremely anxious and depressed. She is a different child now and if you can Home ed I would seriously consider it.Another option you may want to look at is the 14-16 provision to do some GCSEs at college. I am not too sure on how it works but it may be worth a Google!"
annette1230,Sun 27-Nov-16 01:57:40,"* Please share and take a minute to think if this was your child ! It's to late for my daughter but not for others . A GP will and can also give the same drugs or any other they see fit to children as young as 13 14 15 without your consent . It can be signed by anyone in the world *My 16-year-old daughter Britney made an appointment with her local GP without my knowledge or consent. She explained to the GP that she was a self-harmer and was having night terrors and suffering from depression and anxiety, and having suicidal impulses. Britney was 16 years old at the time of the appointment.The GP subsequently prescribed 40mg of Propanol to be taken three times a day and this prescription was duly filled by the local pharmacist with 84 tablets issued – a month’s supply at once.At no stage was I aware of the consultation with the GP or that Britney had been prescribed this medication or the quantity of medication prescribed, because the law currently allows GPs to prescribe young persons under-18 medication without the knowledge or consent of the parents or guardians.Sixteen days later, Britney overdosed on Propanol. The police confirmed there were no suspicious circumstances. This was the first I know of my daughter’s prescription and consultation with her GP, despite the fact she express to her GP that she had mental health concerns. I was not made aware of this until after my daughter’s death.I believe that the type of medication and care required specifically related to mental health issues requires a particular approach when diagnosing and treating these kinds of conditions in younger people.The strength and effect of some mental health medications make it important that parents and guardians are fully involved and aware of the circumstances, allowing them to support treatment and ensure that pathways of care are most appropriate for their children.The quantity and strength of medications prescribed to Britney represented a danger to herself, and I believe that my daughter may still be with us if I had been privy to the information that was vital to her care and health issues.There are undoubtedly cases where young people with mental health issues require prescription medication, in addition to other forms of care. However this should only be done in the case of under-18s with the involvement, knowledge and consent of the parents or guardians.I ask the Petitions Committee to investigate this issue fully to try and ensure no more parents have to go through what I have gone through in recent months and are still going threw . http://www.parliament.scot/GettingInvolved/Petitions/PE01627"
Pollyanna9,Wed 23-Nov-16 19:55:46,"Hi allI'm not looking to jump on any bandwagon 'hoping' that this is the case at all (far from it) however, can I explain some stuff about my son and see what you think? I'm trying to determine in my own mind if he's just withdrawn and depressed or just being a bugger, or if it's something more.I'll start with something recent. DS is 17. He only really enjoys playing Xbox and does no other social activities, never goes to friends houses or vice versa. The only time I hear animated speaking is when he's talking thru his Xbox gaming with his mates. So that could just be normal or it could be one of the traits of preferring own company.He is a July baby so already quite behind his peers. Recently I've required him (because he should be able to do it at this age) to catch the train to go meet his dad for contact. Because I work F/T and because if I got stuck in traffic he could miss his train I said to him whilst it's light (this was a couple of months ago) take the bus a few times then if ever it gets past 5.20pm you'll be able to say right I'd better get the bus mum's not going to be back in time. I even created a map so he'd know exactly the route and where to get off. Well come the first night I wanted him to do this I made sure that I didn't get home in time because I just had a feeling there were going to be problems. Lo and behold when I arrived home a good 40 mins after his 2nd train would already have departed, there he is, 'hiding' in the bathroom with me conversing through the door - why didn't you take the bus? I didn't want to. Why? Just didn't want to. When he finally came out I had a long conversation - he just was not having it. And not in a babying way but I could see that there was something about it that perturbed him (so not being a snowflake but something else as I think if I'd gone on about it he would actually have cried). Cut to the last few Mondays and he's been cutting college (not telling me of course) and weirdly this coincides with classes that start 1pm and don't finish until 4.30pm - and they have to get to that campus by bus!! I actually think that's why he's cutting class. Does that ring bells with anyone? Is he just being a berk or could it genuinely be distressing him? He puts f all effort into college and I'm seeing his tutor next Thursday to discuss it all because frankly if he's going to piss about and not put the effort in he'd be better flipping burgers at McDonalds than going to college to do courses that he clearly can't be bothered to put the effort in with. This is an ongoing pattern since GCSE years - not working hard, not revising hard, not even trying his best - just scraping by with results that are several grades lower than he's very much capable of achieving. So a lot of lying and not engaging and forget communicating with his teachers - about anything. If he finds a situation he can't deal with he just goes head in the sand/avoid.[Much like his dad]Cutting back to when he was a baby. We were really really close. When my DD came along I had a shock moment. I was taking her upstairs for a nap and she snaked her arm round the back of my neck - DS had NEVER done anything like that and it wasn't until she did it that I realised he never had! There was love aplenty but he's really really undemonstrative. I actually don't really try and hug him now - he doesn't respond. His dad hugs him and he kinda half responds but he's very stiff throughout.He's always been a singular child - he was incredibly sensitive to loud noises and fairly sensitive. Now he's deadpan most of the time, if I didn't speak to him he'd leave and re-enter the house without saying goodbye, he has no social life other than through Xbox, he won't do ANYTHING else at all, when he talks to me he's often monotone and only animated of voice when he's on Xbox. I would say it's all me but his dad mentioned that he's often highly uncommunicative with him too. To be honest I often feel like he hates me but that could just be me. I just have so little to do with him - he's literally in his bedroom apart from when he comes down to eat and that's about all I see him. I offer to watch a film with him and so on but he's never interested.Whilst he avoids socialising day to day if he's with family he's ok - he played guitar for us all last Boxing Day at my brothers. He doesn't do anything like avoiding eye contact or anything like that.But it's this bus thing - I just cannot decide what that's all about because to be a snowflake who doesn't feel he should have to set foot on a bus is one thing, having some kind of bus phobia is another thing altogether!Can any suggest any good checklists or anything or what should I be asking his tutor at college next Thursday?Any help or advice gratefully received and I know this is in mental health so I'm not sure if this is the right spot as I know it's a genetically inherited neurological condition but I wasn't sure where else to put it."
RegentsParkWolf,Wed 09-Nov-16 20:47:21," I wouldn't make a big deal about the anniversary - I think anniversaries can be really unhelpful. Don't bring it up unless he does. Also, a year isn't long. It's been two and a half years since my DD took an overdose and looking back, although she self harmed after that, she didn't attempt suicide again but it was constantly on my mind for two years. To begin with I'd wake every morning wondering if she was alive. Then gradually it got a bit better but every time she was late home, every time she was in a bad mood, I'd worried myself sick. I've finally begun to relax in the last six months but even now, if I come home and she's not here when I was expecting her to be in I can feel dreadful. I think maybe I'll never be able to completely relax again which is crazy because she's really not at all suicidal any more and hasn't been for a very long time. It's just something I have to accept and, as I say, it's been much better in the last six months. If you're sure (as sure as you can be) that he's doing OK and that your fear isn't a sixth sense telling you something's wrong then just keep reminding yourself that it's normal to be worried but try not to let him see it."
yummymumsie,Mon 14-Nov-11 21:23:32,I can't speak highly enough of Camhs. My son was in a terrible state with depression and suicidal feelings (and awful anxiety). His Camhs worker knew exactly how to help him and he is now a happy normal ten year old equipped with the tools to help him deal with the problems life throws in our path.In our case the camhs worker came and spoke to us first and then arranged an appointment to see our son. She usually saw him at home but sometimes at school and everything was done in a way that he was comfortable. Our son became very fond of his Camhs worker and was very comfortable with her.Good luck and I really hope your child benefits as much as ours has
strawberrymivvi,Thu 05-Jan-12 13:19:37,"I think it depends on your local authority. I heartened to hear some positive experience of CAMHS. Our experience was crap in the extreme. Ds was badly bullied and ended up self harming and suicidal. After one appointment, they said he was fine - it was the wrong kind of self harm and he didn't really mean he wanted to die. A year later we were still really struggling to cope, got referred again and this time saw a nurse who told us the problem was we were enabling the behaviour - ""Children only kick holes in walls and hurt themselves if you let them"" was her best statement and she was a specialist children's mental health nurse. I was so incandescent I couldn't speak. Anything I said would been seen as proof of our bad parenting. I walked out of the building and stuck my finger up at it. I've since spoken to our school nurse who wasn't surprised. She said they had less than zero funding and they (the school nurses) can't even get CAMHS to give help to families where children attack their parents. This was 3 years ago now, Ds is getting there, he rarely harms himself but we've had to do a lot of the work ourselves, a couple of supportive and understanding teachers have been our lifeline at times which is not how it should be. I can honestly say his year 5 teacher saved our family. I sincerely hope you get some help from CAMHS."
alibobins,Sat 07-Jan-12 08:16:47,Hi Dd11 was referred to CAHMS around 6 months ago the initial appointment came through quite quick but think that was based on the fact dd's behaviour had become quite threatening and was having suicidal thoughts  We were then seen at home as a family then it took around 3 months for dd to get the 1-1 support they wanted her to have she now sees a lovely worker on a weekly bases however it has not been a magical cure and sometimes after the appointment dd comes back in a really bad mood as she just can't seem to understand the concept of all the issues discussed.She has also been to see a pead who has suggested some form of Asd so we are just playing a waiting game.Dd has a very complicated case she has also got medical condition requiring aggressive treatment in hospital including very high doses of IV steroids  these make her very difficult to control x x
amberjane,Mon 16-Jan-12 13:30:31,"hi again, well we have been given our initial appointment for 14th Feb but realise still to be officially accepted and then long waiting list? Really scared bout this app as dd8 so low what if they offer no help? She has zero friends and is so depressed school can do no more. She is down to see a consultant so hope he can help guide us? Hope everyone doing ok?????"
lbab1702,Wed 28-Sep-16 13:51:13,"Hi thereYour poor DD. I'd take her to the doctor now, rather than leaving it. It may be nothing, or general teenage downs /hormonal etc. On the other hand it could be the start of something more serious. My DD, now 16, was similar at 14 and I did nothing, other than talk to the school and she had a few sessions with a school counsellor. Fast forward to now, and she's under Cahms, being treated for an eating disorder and depression. She's currently very suicidal and has just been prescribed anti-depressants. She's gone from anorexia to binge eating and is a very unhappy girl. I wish I'd done something sooner. I didn't realise how much she was bottling things up, until the anorexia started. I'm sure it's all connected to her anxiety and withdrawl at 14. Definitely worth a visit to GP now, just in case."
Saund123,Mon 17-Oct-16 13:59:54,"Hi there , I'm going through the same with my daughter who has just turned 15 . She struggles with anxiety and I think she may be a little depressed at times . I'm struggling to get her to school the last 2 weeks and she had a bad year 9 , till the summer term , after she had had sessions of CBT with a psychologist, that seemed to help . She started year 10 really well , but a couple of weeks ago , her anxiety came back and she can't get herself up out of bed in the morning , even tho she's saying she is fine and she's getting up , it's just her saying that as she's trying her best to move , she then gets frustrated and angry cos she feels like she's letting me down and school down . When she's at school she's fine , where as when it first started she used to have panic attacks and ring me to fetch her . She has a fab group of friends and gets on well with teachers , so we don't know what her fear of school is . The attendance office are being a bit funny , but her year head is trying to keep them at bay . We have a meeting at school in morning and my daughter knows she will have to accept some help from them as camhs will take ages to get appt . I feel crap as a mom as I can't make her anxiety go away , she is a usual stubborn teenager too , when her anxiety is not rife , she is great she goes out with mates and does athletics. I've just come on here for some advice and to know we are not the only ones going through it . I'm at the end of my tether ATM as every morning I'm on egg shells wondering if she's going to get up . She gets up eventually and she's been doing school work all morning . Any advice would be greatly appreciated. Thanks"
cheeesecheesecheese,Sun 11-Sep-16 15:24:04,"Hi there, my daughter is a similar age and has got into this anime stuff via one of her friends and I really don't like it. Some of that stuff, the drawings and song videos, seem to focus on depressive thoughts and make references to self harm and suicide. My daughter and her friend have had a lot of difficult family shit to deal with (different issues for each family) in the last year and whilst I encourage the sharing of difficult feelings as being as valid as positive feelings I really don't like this stuff. I think early adolescence can be a very tough time for them emotionally, hormones, new feelings etc. However, in my view, some particular girls seem to take this 'depressed teenager' identity to heart. What I mean is that whilst acknowledging that they are experiencing new and difficult emotions there can be a tendency to over dramatise this stuff. However some young people do experience genuine mental distress and it's tough to know which it is.I don't know that I can give you any helpful advice but I do understand your concerns and I don't think you are alone.The only thing I can suggest is trying to talk with her and if she is experiencing negative and depressing thoughts are they a genuine cause for concern or is it normal teenage angst? Hopefully another poster will come along with something more helpful."
